country,country_code,geo_id_final,region,subnational_cases_7,subnational_cases_14,subnational_population,subnational_rate_14,national_cases_7,national_population,national_testing_rate,national_positivity_rate,subnational_testing_data,positivity_rate_combined,testing_rate_combined,colour,week
Spain,ES,ES61,Andalucia,18651,25982,8427405,308.303683043594,152938,46937060,2106.53585887143,15.4678754705455,TRUE,17.8112018335482,1242.55331267454,Red,2021-01
Spain,ES,ES62,Region De Murcia,2305,4705,1487663,316.267864428974,152938,46937060,2106.53585887143,15.4678754705455,TRUE,6.2295613632064,2487.18963905132,Red,2021-01
Spain,ES,ES63,Ciudad Autonoma De Ceuta,172,286,84829,337.148852397176,152938,46937060,2106.53585887143,15.4678754705455,TRUE,8.02238805970149,2527.43755083757,Red,2021-01
Spain,ES,ES64,Ciudad Autonoma De Melilla,210,364,84689,429.807885321588,152938,46937060,2106.53585887143,15.4678754705455,TRUE,21.021021021021,1179.61010284689,Red,2021-01
Spain,ES,ES70,Canarias,1738,3309,2206901,149.938760279686,152938,46937060,2106.53585887143,15.4678754705455,TRUE,5.92466337139935,1329.23950825162,Red,2021-01
Sweden,SE,SE11,Stockholm,5221,11653,2344124,497.115340314762,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE12,Ostra Mellansverige,5026,10854,1708813,635.177752041914,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE21,Smaland Med Oarna,3522,7119,864630,823.357968148225,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE22,Sydsverige,10247,20676,1521848,1358.61137248924,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE23,Vastsverige,8648,18006,2039166,883.008053292375,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE31,Norra Mellansverige,2181,5198,855220,607.796824208976,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE32,Mellersta Norrland,1142,2476,375733,658.978583196046,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
Sweden,SE,SE33,Ovre Norrland,1131,2351,520651,451.550078651534,39485,10230185,1964.8813780005,19.6432036057728,FALSE,19.6432036057728,1964.8813780005,Red,2021-01
